User,User_type,Download (Rx) bandwidth (bps)_1,Rx packet loss (percent)_1,Upload (Tx) bandwidth (bps)_1,Tx packet loss (percent)_1,RTT (ping) (ms)_1,Rx packet loss burst length (packets)_1,Tx packet loss burst length (packets)_1,Rx instant jitter (ms)_1,Tx instant jitter (ms)_1,Rx RFC3550 jitter (ms)_1,Tx RFC3550 jitter (ms)_1,Download (Rx) bandwidth (bps)_2,Rx packet loss (percent)_2,Upload (Tx) bandwidth (bps)_2,Tx packet loss (percent)_2,RTT (ping) (ms)_2,Rx packet loss burst length (packets)_2,Tx packet loss burst length (packets)_2,Rx instant jitter (ms)_2,Tx instant jitter (ms)_2,Rx RFC3550 jitter (ms)_2,Tx RFC3550 jitter (ms)_2,Download (Rx) bandwidth (bps)_3,Rx packet loss (percent)_3,Upload (Tx) bandwidth (bps)_3,Tx packet loss (percent)_3,RTT (ping) (ms)_3,Rx packet loss burst length (packets)_3,Tx packet loss burst length (packets)_3,Rx instant jitter (ms)_3,Tx instant jitter (ms)_3,Rx RFC3550 jitter (ms)_3,Tx RFC3550 jitter (ms)_3,network
6,3,4148477.5,0.8901444,702035,11.651935,137,1.0053488,1.3064965,26.8545,7.2749996,6.499841,1.6244313,4819697.5,0.17869274,713065.4,5.234251,113,1,1.0059006,22.4412,1.0564,6.808473,0.454439,3962778,2.1727908,868325.06,14.167525,75,1.2852746,1.346791,14.851199,8.1251,5.6193256,2.357033,
6,3,4304966,0.87276626,672634.75,12.6494665,110,1.0066752,1.3124846,17.4091,3.5335999,5.913054,1.3798597,4831791.5,0.22011876,685047.6,4.221923,131.4052,1,1.008388,18.7337,1.1389999,6.768827,0.8911473,3452427,2.6663725,814561.75,14.283815,75,1.2852743,1.0587269,19.0131,8.620999,6.192054,1.5414692,
6,3,4209673,0.6626511,641772.1,13.102932,84.2078,1.4908453,1.3259724,21.002699,69.4378,7.698201,10.661153,4735490,0.26912162,717727.1,4.5419106,131.4052,1,1.010204,20.436499,0.7098,6.8551183,0.55964994,3446583.2,3.2532449,839683.6,14.252851,69,1.2852749,1.3385879,22.8097,5.0485997,7.4400625,1.1599836,
6,3,4203833,0.80469835,610262.1,13.831014,84.2078,1.0109327,1.3663783,29.1763,10.4005995,7.637571,2.3519826,4773154,0.33161062,771459.06,5.2375054,117.02811,1,1.010204,29.060799,7.8329997,6.6135244,1.2288344,3561957,3.0319278,816202.6,13.615113,69,1.2714881,1.3245001,17.4529,2.577,6.272679,0.9547496,
6,3,4054076,0.98242193,715970.75,13.829356,66,1.0109328,1.4049206,21.9723,8.7617,7.1644983,2.200386,4766828,0.3800531,716535.44,4.882508,116,1.0024126,1.0143875,18.003,3.9835,5.334876,0.9280088,3581379.5,2.921863,762926,11.207015,128,1.2556158,1.2591885,11.7576,6.1902,4.222354,2.536947,
6,3,3870638,0.9905735,688222.2,14.867417,66,1.0133051,1.5065864,22.844099,12.2281,6.5353937,3.386952,4720618,0.46466994,609347.44,4.7144694,116,1.0024126,1.0170896,18.951899,2.1911,6.9058914,0.5658578,3913273.8,1.5398893,974895.8,11.207015,128,1.4911654,1.2591885,19.3335,7.8064,5.8291655,1.8559146,
6,3,3623712.2,0.8852941,684029,15.847408,110,1.489838,1.555803,22.1287,13.3359995,7.0043793,3.8419304,4711006,0.34677434,693152.9,4.069007,109.4099,1.074291,1.0252283,24.878199,0.3664,7.701563,0.5758185,4425670.5,0.5289096,980398.56,11.207015,127,1.2719998,1.2591885,16.6232,11.2836,6.306166,4.7592998,
6,3,3551886,1.0645119,682139.25,14.989312,110,1.4898386,1.5995226,17.5135,10.7368,7.086939,2.968136,4779007,0.30898178,701498.94,4.6513786,109.4099,1.0822579,1.0252283,23.8599,1.2142,6.5819006,0.580609,4422399,0.4391675,1036404.7,11.640659,127,1.4634403,1.3142549,27.685299,4.9603,7.2318664,1.2767261,
6,3,3449937.5,1.198272,760105.9,15.512403,147.9404,1.1060617,1.6531464,20.9251,112.8462,7.9026113,20.244293,4763501,0.00030773,646921,5.1130524,137,1,1.030162,19.1372,0.9503,6.7458253,0.580609,4493152,0.5338703,1141046.4,13.027087,99,1.4634405,1.3217258,16.6666,9.5556,5.7410154,4.4473243,
6,3,3370835.5,1.3805257,658103.75,13.042013,147.9404,1.6279259,1.3178788,29.9553,6.6605997,8.199498,1.1913884,4616278.5,0.000373072,696235.7,5.9005384,137,1,1.030162,16.0142,4.8677,5.6461744,0.86981165,4489888.5,0.64775825,1265260.5,14.290698,99,1.4634413,1.3751851,28.9802,1.9742999,7.203828,2.241776,3
6,3,3512272,1.5780668,661279.9,12.143067,144.9606,1.1227766,1.3315531,28.914598,5.0685,7.576069,1.2585045,4556380.5,0.000459661,695528.06,6.784217,139,1,1.0345864,19.2852,7.3029,6.8166103,1.459282,4632972,0.21108969,1091518,14.706074,126,1.6020994,1.3080409,42.734898,83.9489,11.40909,7.6961813,
6,3,3670529.5,1.6811427,672940.25,8.703919,111,1.1416103,1.3103901,36.378,13.212,8.289962,2.4903026,4465834,0.000557081,678347.06,5.914879,123,1,1.0459533,24.2206,5.4809,6.6299224,0.9845607,4746528.5,0.15534815,1090952.6,14.123316,90,1.0160133,1.3169328,139.2114,3.0641,13.354315,0.9524971,
6,3,3860326.2,0.9959573,706786.25,7.9770894,102,1.3489536,1.2734241,32.6936,7.7829,7.2816167,1.9052384,4400018.5,0.000680691,633747.06,5.535079,123,1,1.0643468,23.9541,1.8542999,7.4905496,0.6024333,4744090,0.19136263,973861.75,13.120334,90,1.0160127,1.3458451,17.875599,5.2546997,6.4042606,2.158955,
6,3,4118515.8,1.2024665,578958.1,8.302561,92,1.3489536,1.3043406,23.7327,14.9878,6.291152,2.9743085,4248862.5,0.000844826,762599.25,5.0956616,128,1,1.090713,25.8281,2.0812,6.8343687,0.6024333,4721358.5,0.23497967,866138.06,13.8697605,139,1.0160121,1.2817358,20.362999,3.1069,6.2906585,1.427304,
6,3,4356457.5,0.98364663,608326.6,7.9433074,92,1.6316105,1.3378959,26.8529,10.7093,6.124898,3.1325612,4277078,0.001032913,704802.3,5.0815387,128,1,1.1075548,16.3398,1.4053,6.2047668,0.4896082,4764646.5,0.28661767,739723.1,13.169074,140,1.0160121,1.2934504,16.2365,11.6834,6.6810837,3.7617369,
6,3,4608271,0.51955324,604969.5,9.188053,116,1.844157,1.3802887,46.1671,6.2457,7.2814736,1.8331873,4241282,0.001251713,672562.9,6.6053877,108,1,1.1075548,15.920899,5.7360997,6.138775,1.0579209,4668177,0.34966454,726342.8,10.683719,140,1.0160125,1.2760948,18.0905,10.825,6.3033485,1.8836665,
6,3,4702921,0.49157584,598485.44,10.251216,124,1.2947257,1.4055117,27.9249,255.3624,12.359179,17.213955,4356421.5,0.001530244,678864.25,5.6298056,104,1,1.1472899,20.6926,0.9302,6.373211,2.906325,4714152.5,0.43090335,705127.75,10.611398,121,1.0160127,1.2975554,12.2631,4.0039,5.6041646,2.057936,
6,3,4700338,0.5360002,615855,11.242311,119,1.7433534,1.4375724,149.5699,10.5218,15.588076,2.0423496,4396881.5,0.001884348,722374.9,5.514543,104,1,1.01062,122.2005,0.509,14.544331,0.46889856,4705810,0.52704054,903667,12.405612,121,1.0160128,1.3939874,19.057299,5.2314997,5.816029,1.5018479,
6,3,4614484.5,0.6564366,645314.25,10.063772,97,1.7433527,1.3007503,25.895699,7.4553,6.2010317,1.4279039,4396516.5,0.00230137,568949.5,6.429021,120,1,1.01062,23.3048,1.9959999,7.15034,0.53833604,4760388.5,0.6460792,948501.7,13.656251,144,1.0160116,1.4245664,19.2648,1.6455,6.0921526,1.0926414,
6,3,4540275,0.81016946,641549.7,10.909903,92,1.7433523,1.3617532,27.1799,18.057299,6.9288855,2.7510192,4322231.5,0.002811894,566147.75,6.286332,135.7106,1,1.014061,17.3262,1.6233,5.7353234,1.1913906,4435619,0.7890575,974182.2,13.328299,141,1.0160112,1.4715812,22.9229,2.2762,6.0803623,1.1751977,3
6,3,4319761,0.97929054,645303.1,9.927208,92,1.7433523,1.3152353,19.9875,11.2231,6.8653374,2.1043699,4336887,0.003463047,528857.5,7.12815,137,1,1.0159223,20.2374,4.8422,6.330992,0.95039207,3949300,0.96987134,891223.1,14.461669,124,1.016011,1.5207348,18.4228,21.4987,6.248002,4.6656885,
6,3,4152669.8,0.79415554,707018.25,8.767776,139,1.6337216,1.3348911,20.1766,3.9506,6.5138035,1.2529864,4348491.5,0.004231834,537431.3,5.225577,137,1,1.0242611,30.681099,2.0356998,7.203759,0.73215514,3867459.5,1.1852397,919808.5,14.367059,58,1.0160109,1.4467801,24.8641,2.8062,7.103511,2.1473312,
6,3,4065616.8,0.9686389,653716.75,8.985641,91,1.6337212,1.5461048,16.1752,19.1528,5.635111,6.708275,4412829.5,0.005207455,545702.25,4.969203,127,1,1.0337164,19.3815,3.9413998,6.750089,1.057396,3903538.8,1.4509914,818465.06,13.758889,35,1.0160108,1.4635892,19.0954,60.128998,5.9812098,11.157336,
6,3,4074170,1.1722332,625598.56,8.858897,91,1.1552608,1.6070209,26.9347,145.4021,7.037596,13.446962,4597538,0.006311622,609001.9,3.5119376,127,1,1.0630081,24.932499,3.8065,7.6504416,0.7732945,3869401,1.751189,835279.8,14.2215805,35,1.0160104,1.4629983,24.6434,86.6915,6.6887527,7.6816154,
6,3,3892801.5,1.4233255,632405.75,7.5820804,134,1.1552594,1.3298457,16.2171,9.0436,5.852916,2.037558,4748957.5,0.00770726,609849.25,3.1120336,146,1,1.0812463,15.9251995,0.5934,5.6104097,0.33552736,4141910.5,0.897967,909506.3,10.891582,141,1.3005853,1.0844241,137.5725,2.8788,12.363902,1.038528,
6,3,3813177,1.1016971,679920.44,8.788401,110,1.0262282,1.3966926,17.8326,6.7822,6.07815,3.1170492,4796021.5,0.009567531,685362,3.6122303,145.0858,1,1.0812463,17.8718,1.1628,5.9932103,0.5840313,4659106.5,0.16044874,1195293,13.09423,132,1.2244012,1.0908693,12.3249,2.4026,5.190355,1.100067,
6,3,3760954,1.3386297,750840,9.736562,31,1.0262274,1.4245454,28.081,140.5587,9.140053,10.460966,4784500.5,0.011695701,702176.1,3.7764826,128,1,1.1025946,18.751999,0.9874,5.906489,0.6719145,4670775.5,0.19418553,1236979.9,13.9853,105,1.2244016,1.0981224,22.020899,7.9937997,5.7473903,7.949825,
6,3,3788932.8,1.079155,745959.6,10.445822,31,1.4017042,1.4114537,138.7011,4.8196,11.9926605,1.4215302,4847508,0.014290116,727921.3,4.386654,128,1,1.1025946,16.6187,6.5632997,5.544113,1.7342054,4623745.5,0.23593415,1235376.4,12.875481,103,1.2244012,1.0479727,14.181,1.9933,5.877625,1.230065,
6,3,3621435.2,1.3431499,751066.9,9.199237,125,1.4017045,1.4211408,19.695599,66.9612,8.035221,9.437083,4794858,0.017457485,672843.6,4.6391435,134,1,1.127443,18.8342,9.6616,6.019393,1.4364676,4632986,0.29132792,1200316.4,13.596897,103,1.2244012,1.0517321,23.5835,3.6065998,6.8283405,2.6993558,
6,3,3649436.2,1.1992388,804934.4,9.683693,120,1.2435459,1.3423679,22.624699,6.8707,7.838635,2.0093915,4816035.5,0.021331528,716992.8,6.0218387,132,1,1.127443,19.6106,0.96019995,6.5689583,1.4364676,4802268.5,0.35465142,1155896.1,13.138554,124,1.2244011,1.0689226,17.852299,3.7714999,5.643214,1.4452982,3
6,3,3651678.8,0.9131112,729495.75,9.013491,120,1.0921245,1.36933,27.5394,4.4016,7.2715764,0.9062567,4787969,0.02627991,668300.4,5.0503893,127,1,1.182427,24.8104,58.7132,8.292273,6.8480363,4713248,0.43446562,894730.6,13.149415,132,1.2244011,1.0804112,29.4529,3.8265,7.082912,5.06969,
6,3,3686083,1.0460306,678355.5,9.117469,144,1.0593294,1.3019537,20.0269,6.4442997,5.8524375,1.623798,4806030.5,0.031856347,613797.5,4.5151243,127,1,1.0027647,135.42,1.8745999,15.079344,0.6535108,4783987,0.29548165,813426.25,13.895714,115,1.4872172,1.0999712,27.659399,8.625299,7.4071946,2.2457082,
6,3,3697610.2,0.891497,651340.1,9.5952215,111,1.1472653,1.3489959,19.1554,8.3776,6.490172,1.4682904,4794752.5,0.03892997,674677.56,5.1632376,125.2217,1,1.0027647,30.0947,1.9939,6.8957005,0.50043523,4696425,0.36266813,759753.7,15.094696,115,1.4872161,1.1226526,18.0592,11.7309,6.0294747,3.571686,
6,3,3835083.5,1.0980319,677684.6,9.470123,110,1.1472647,1.3435676,19.6279,6.3517,5.9056168,1.4673902,4817735.5,0.047527034,678001.9,5.7914624,126,1,1.0031792,15.953899,1.2633,5.7113423,0.56676614,4654650.5,0.44438177,783449.75,16.045233,134,1.4872164,1.3443158,21.9209,3.6158,5.9817743,1.0528076,
6,3,3918199,1.3337286,630123.06,8.87482,110,1.1472645,1.4253397,23.3162,7.1046,6.2359567,2.0663419,4822198,0.05854925,680411.56,4.731992,113.423096,1,1.0044552,18.1518,1.2633,5.3910255,0.5701975,4626363.5,0.543572,734514.2,15.65539,110,1.4872164,1.3407553,16.906,30.9357,6.1909485,5.6725974,
6,3,3975797,1.2068205,652418.75,9.597795,118,1.2115809,1.3578261,23.2729,4.6299,6.0452085,1.0504456,4785363.5,0.071553536,679086.4,6.355557,113.423096,1,1.0044552,29.010199,1.4918,8.175335,0.3725412,4252579.5,0.6625381,703891.94,16.358809,110,1.4872148,1.4228485,16.7881,7.0632,6.140542,1.4650004,
6,3,3995082,1.0954534,624440.9,9.566697,126,1.1706856,1.4413233,19.2383,30.7519,7.205738,9.9609995,4789487,0.08809822,858456.1,6.4906797,152,1,1.0050471,27.9058,1.1377,7.7468367,0.3736684,3663242.2,0.820795,701332.44,16.36078,49,1.4872155,1.4015205,26.3872,5.7462,6.4220495,1.2328601,
6,3,4091673.2,1.1526548,596677.75,9.018323,120,1.545483,1.3512719,20.578499,15.730399,7.301649,2.6557314,4828236,0.10854611,803310,6.4534135,152,1,1.0066187,16.626299,0.9966,6.9295697,0.5442283,3711015.8,0.99872386,653384,16.278719,14,1.4872158,1.0851567,14.6071,2.6166,5.1215262,1.4013735,
6,3,4092651.8,1.22129,596895.5,9.442556,120,1.2442243,1.3514373,30.762098,17.7003,7.0736985,2.6297677,4753065,0.13165973,830120.7,5.4309835,139,1,1.0089507,23.742699,1.885,7.4169707,0.5562772,3688667,1.2067231,620389.5,16.815884,14,1.4872154,1.4366809,14.5546,78.8862,6.053089,10.274385,
6,3,4085242.5,1.0439595,626697.6,9.594902,127,1.3869084,1.3033731,28.4849,6.611,6.764053,2.3661497,4741812,0.16090055,721046.75,6.0096292,139,1,1.0104367,25.3107,1.3877,7.2622967,1.1203806,3655047,1.4724888,672089.25,15.573584,65.0769,1.4872158,1.392854,15.3652,3.3035,6.848531,1.5000641,2
6,3,4113309.8,0.8479271,574230.75,8.907661,135,1.1981957,1.3534119,18.2046,4.1877,6.121723,1.0474669,4706590.5,0.1966052,779684,5.907979,127,1,1.0120736,20.5007,4.7679,7.1525273,1.1763189,4064582.5,0.4739053,703812.8,13.860138,143.0472,1.4171972,1.4421431,25.5297,11.8477,9.329594,1.8757429,
6,3,4099592.2,1.0253078,597971.8,8.761764,135,1.1981953,1.3443425,23.736399,8.6627,6.6472483,1.5283844,4579290,0.24233875,592213,6.685237,127,1,1.0137959,21.930899,4.5505,6.708222,0.85023516,4660860,0.22192043,785182.25,13.388266,120.4008,1.0133895,1.3600926,144.5689,4.2939,13.066291,1.4689631,
6,3,4145548.5,1.2576468,727449.4,9.249713,107,1.1981947,1.349727,25.7645,6.5813,6.7426815,1.4815397,4578438.5,0.29843712,569880.6,6.7487597,134,1,1.0177348,19.389,2.0514,7.3719945,0.5923391,4747841.5,0.27295932,794981.6,11.688715,123,1.0133892,1.462015,14.747499,3.8181999,5.568865,1.3768344,
6,3,4143952.2,1.3054366,726384.25,8.939403,107,1.2401247,1.3420445,23.3914,5.7153997,6.9681344,2.6484606,4612399,0.36210632,594787.4,6.858076,106,1,1.0200597,23.365,2.0514,7.7851405,3.6622171,4676083.5,0.33430335,773792.3,9.61331,123,1.0133888,1.3902239,13.609099,2.8815,5.8702574,1.0746372,
6,3,3979048,1.2084444,676035.25,8.782164,130,1.3501643,1.3505067,43.1998,150.7236,10.029133,18.568024,4574514,0.43561235,677037.94,6.0603404,93.4605,1,1.0293878,130.257,1.9297999,15.43519,0.61364204,4675618,0.4103823,698599.2,9.691935,135,1.0133886,1.458028,15.700399,18.8849,5.456789,5.606026,
6,3,4003432.5,1.4824405,699436.1,8.269635,70.7057,1.3501642,1.2473818,146.5342,16.2698,13.036848,3.1442566,4609661,0.5417099,635604.94,5.792285,102.7821,1,1.034198,24.6339,3.4622998,6.962781,0.6998893,4715545.5,0.49890313,696398,10.109992,133,1.0133886,1.4066103,19.0269,2.9886,5.9238906,2.136969,
6,3,3942486,1.6182157,677555.6,8.306259,70.7057,1.2897477,1.2474648,28.0901,12.8004,6.4625635,3.257871,4624319,0.22371021,628232.9,6.9360604,133,1.0002729,1.0386511,17.0604,1.0203,6.322311,0.38144514,4578089,0.61653316,590875.5,10.285515,93,1.0133883,1.4738836,35.2586,62.4335,8.6502,11.896879,
6,3,3846074.5,1.7751657,677347.9,7.971325,70.7057,1.3350028,1.2565966,20.265299,15.618899,6.485091,3.1372378,4653452.5,0.2758338,648097.4,7.8213873,133,1.0002726,1.0386511,17.1208,1.6422,6.8775043,1.3915107,4526010,0.74677,619474.25,9.69735,93,1.0133882,1.4179375,13.5661,11.4848995,5.8603544,1.9068501,
6,3,3736129.8,1.5163001,621776.9,8.069355,70.7057,1.0780233,1.2647469,23.7753,10.8087,6.434714,1.7685194,4657634.5,0.33464757,671709.4,7.363625,104,1.0002729,1.0539898,22.2911,3.9808998,6.6109915,0.8407955,4570084,0.9212156,622573.75,10.451862,122,1.0133882,1.4145347,18.6476,19.9652,6.2075033,4.918357,
6,3,3649996.5,1.847931,564353.9,8.709558,70.7057,1.0780237,1.2494948,23.0065,7.2682996,6.3718534,2.4452448,4655782,0.38661048,676398,8.46294,104,1.0000048,1.0607032,23.7309,1.9887999,6.198876,0.5711395,4420203,1.125655,599892.6,9.4666605,84,1.013388,1.2393233,15.3645,2.9224,4.9794455,1.1298507,1
6,3,3575538.8,2.0522952,726577.5,6.994404,70.7057,1.0870485,1.1899521,34.4011,185.3887,8.669201,14.614607,4659047.5,0.2642377,667469.8,8.93177,114.909,1.0000169,1.0671123,43.7656,1.3386999,7.5539293,0.4498874,4033456,1.3814704,651719.1,9.990991,84,1.0133884,1.4768281,23.831999,3.1771998,6.6793275,1.1950661,
6,3,3432001.5,2.1555088,703048,6.0891924,111.3336,1.320284,1.1535621,27.045599,7.5348997,7.555778,1.7911942,4810957.5,0.28712887,660309,9.811533,114.909,1.0000328,1.0811479,26.9982,2.3132,7.4903913,0.8479079,3762332,0.84575164,564680.8,11.100708,99,1.0271978,1.4593737,26.597198,3.1908,5.8261895,1.2685468,
6,3,3415102.2,2.237381,736816.06,4.4247513,111.3336,1.2392669,1.2224352,18.9017,2.5293,6.4266768,0.8155472,4817902,0.34746996,693045,9.338586,114.909,1.0000324,1.0987854,24.9984,3.1267998,7.033533,1.4150252,3839070.5,1.0271432,559134.1,12.221717,88,1.0271987,1.5250366,17.683199,31.282799,6.011811,6.0442944,
6,3,3628132.5,2.2647395,771182.75,3.9015696,111.3336,1.154129,1.3750055,16.4037,17.2955,5.995187,2.9247656,4813456,0.42443094,716071.6,9.064993,101.6287,1.0000323,1.1353422,114.6604,9.661699,13.453232,2.699923,3777798.2,1.2484694,556470.56,12.968159,88,1.0271986,1.4608105,23.2109,7.1977997,7.0018177,1.9073931,
6,3,3768945,1.774981,798890.7,3.9344165,102,1.5979173,1.2087543,27.9429,15.2563,6.798205,2.371747,4826463.5,0.28546643,718934.9,10.270706,146.8726,1.0000587,1.1504254,21.917099,1.0547,6.9125185,0.42027602,3958902.5,0.92007285,601007.8,14.217451,148,1.0466396,1.6200273,20.8212,104.581894,4.9139757,9.395432,
6,3,3694436,1.8992703,666443,3.8190954,102,1.7114439,1.2563387,21.4667,11.117,6.583113,2.6947355,4832783.5,0.14314415,731464.7,12.602372,138,1.0001435,1.1504254,17.0894,1.9029,6.1356564,0.91397035,4334941,1.118088,691823,11.840114,154,1.0466402,1.5214244,12.7533,3.0642,5.1984534,1.1233314,
6,3,3767573,1.8057663,672016.75,3.8130887,111.3336,2.1228578,1.3606328,15.291699,49.8346,6.009857,11.135382,4846540.5,0.1746466,776524.44,13.462879,138,1.0001433,1.1629926,25.081299,1.1625,7.5404453,0.4483988,4699725,0.15529566,770726.44,12.228253,102,1.4668926,1.567871,30.2685,132.0164,9.112233,9.990837,
6,3,3753880,1.5838364,488942.3,4.2538605,111.3336,1.8997293,1.359051,24.9593,6.437,6.8375707,1.7967526,4813479,0.2152065,757030.5,12.02732,134,1.0001436,1.2526581,19.968899,1.2993,6.4743323,0.57865644,4685862.5,0.18840137,760733.75,12.452552,94.457,1.4668936,1.4890475,17.711,4.4465,6.9684696,1.382496,
6,3,3645402.5,1.9178499,511541,5.576498,110,1.8997298,1.359052,17.3198,8.3881,6.0473495,1.6965663,4773083.5,0.263604,837289.4,11.750897,134,1.0001442,1.1777712,26.7022,0.7169,8.810345,0.71851146,4727162.5,0.23165129,837863.6,13.052485,91,1.4668944,1.6289911,20.743599,4.4465,7.022093,2.96617,
6,3,3684926.2,2.1889932,538994.25,5.179825,105,1.2558979,1.3870397,18.3743,8.0788,7.2842536,3.0867574,4773220,0.32164112,1026466.9,10.388672,119,1.0001446,1.1519462,22.5143,7.9041,6.260489,1.3522305,4693115,0.27992302,849674.1,10.968149,91,1.4668941,1.6383454,20.0728,66.6935,9.086896,7.458463,1
6,3,3770774.8,2.4677632,482211.5,6.4372244,95,1.2866144,1.3398081,20.1082,10.2717,6.1108956,2.3163846,4772898,0.39647853,1132512.9,11.033199,117,1.0001447,1.1999067,26.841099,0.9657,7.9476147,1.2591325,4645265,0.3445761,802542.75,9.242525,97,1.4668943,1.4646146,142.7751,41.4083,12.586213,5.884529,
6,3,3968893.5,1.0200356,550837.75,7.9539576,68,1.288332,1.4011216,55.1609,9.5144,9.431837,4.9945207,4800973.5,0.14525478,1133238.1,12.843996,77,1.0000962,1.1999067,27.359,61.8962,9.429011,7.209022,4653886,0.4229852,780066,8.970286,130,1.4668949,1.4248662,19.378,3.3418,5.989632,1.618348,
6,3,4041667,1.1862416,724127.75,8.510655,68,1.7419628,1.4294602,160.68779,48.7311,15.522904,9.408536,4869787,0.0602747,1108777,11.299437,109,1.0003352,1.1412467,113.466194,1.2949,14.431382,0.68727213,4637917,0.51962304,781102.4,9.67385,130,1.466895,1.5240782,33.913998,33.2051,9.107843,5.9312096,
